Name,Sweep (T1),,,Name,Sweep (T1),,,Name,Sweep (T1),,,
1829695431.47208,-21.4547863006592,,,1829695431.47208,-21.6722679138184,,,1829695431.47208,-22.0940990447998,,,
1832148900.1692,-21.3341236114502,,,1832148900.1692,-21.5046062469482,,,1832148900.1692,-21.9489631652832,,,
1834602368.86633,-21.2134590148926,,,1834602368.86633,-21.3369445800781,,,1834602368.86633,-21.8038272857666,,,
1837055837.56345,-21.0927963256836,,,1837055837.56345,-21.169282913208,,,1837055837.56345,-21.65869140625,,,
1839509306.26058,-20.9721336364746,,,1839509306.26058,-21.0016212463379,,,1839509306.26058,-21.513557434082,,,
1841962774.9577,-20.9533672332764,,,1841962774.9577,-20.9557571411133,,,1841962774.9577,-21.4607677459717,,,
1844416243.65482,-20.960075378418,,,1844416243.65482,-20.9403438568115,,,1844416243.65482,-21.4310665130615,,,
1846869712.35195,-20.9667854309082,,,1846869712.35195,-20.9249305725098,,,1846869712.35195,-21.4013652801514,,,
1849323181.04907,-20.9734935760498,,,1849323181.04907,-20.9095153808594,,,1849323181.04907,-21.3716621398926,,,
1851776649.74619,-20.98020362854,,,1851776649.74619,-20.8941020965576,,,1851776649.74619,-21.3419609069824,,,
1854230118.44332,-20.9869117736816,,,1854230118.44332,-20.8786888122559,,,1854230118.44332,-21.3122596740723,,,
1856683587.14044,-20.9521160125732,,,1856683587.14044,-20.9088268280029,,,1856683587.14044,-21.3377113342285,,,
1859137055.83756,-20.9121894836426,,,1859137055.83756,-20.9445972442627,,,1859137055.83756,-21.3699798583984,,,
1861590524.53469,-20.8722648620605,,,1861590524.53469,-20.9803657531738,,,1861590524.53469,-21.4022483825684,,,
1864043993.23181,-20.8323383331299,,,1864043993.23181,-21.016134262085,,,1864043993.23181,-21.4345169067383,,,
1866497461.92893,-20.7924118041992,,,1866497461.92893,-21.0519046783447,,,1866497461.92893,-21.4667873382568,,,
1868950930.62606,-20.7524871826172,,,1868950930.62606,-21.0876731872559,,,1868950930.62606,-21.4990558624268,,,
1871404399.32318,-20.7090511322021,,,1871404399.32318,-21.0875415802002,,,1871404399.32318,-21.476900100708,,,
1873857868.0203,-20.6655464172363,,,1873857868.0203,-21.0866775512695,,,1873857868.0203,-21.4536323547363,,,
1876311336.71743,-20.6220397949219,,,1876311336.71743,-21.0858154296875,,,1876311336.71743,-21.4303665161133,,,
1878764805.41455,-20.5785331726074,,,1878764805.41455,-21.0849514007568,,,1878764805.41455,-21.4071006774902,,,
1881218274.11168,-20.535026550293,,,1881218274.11168,-21.0840873718262,,,1881218274.11168,-21.3838329315186,,,
1883671742.8088,-20.5085372924805,,,1883671742.8088,-21.0963592529297,,,1883671742.8088,-21.3747367858887,,,
1886125211.50592,-20.7081317901611,,,1886125211.50592,-21.2831554412842,,,1886125211.50592,-21.5538864135742,,,
1888578680.20305,-20.9077262878418,,,1888578680.20305,-21.4699516296387,,,1888578680.20305,-21.7330379486084,,,
1891032148.90017,-21.1073207855225,,,1891032148.90017,-21.6567478179932,,,1891032148.90017,-21.9121875762939,,,
1893485617.59729,-21.3069152832031,,,1893485617.59729,-21.8435440063477,,,1893485617.59729,-22.0913372039795,,,
1895939086.29442,-21.5065078735352,,,1895939086.29442,-22.0303401947021,,,1895939086.29442,-22.2704887390137,,,
1898392554.99154,-21.6787586212158,,,1898392554.99154,-22.183536529541,,,1898392554.99154,-22.4261112213135,,,
1900846023.68866,-21.7074489593506,,,1900846023.68866,-22.160343170166,,,1900846023.68866,-22.4582118988037,,,
1903299492.38579,-21.7361392974854,,,1903299492.38579,-22.137149810791,,,1903299492.38579,-22.4903106689453,,,
1905752961.08291,-21.7648315429688,,,1905752961.08291,-22.1139545440674,,,1905752961.08291,-22.5224113464355,,,
1908206429.78003,-21.7935218811035,,,1908206429.78003,-22.0907611846924,,,1908206429.78003,-22.5545120239258,,,
1910659898.47716,-21.8222122192383,,,1910659898.47716,-22.0675659179688,,,1910659898.47716,-22.586612701416,,,
1913113367.17428,-21.7987651824951,,,1913113367.17428,-21.9934921264648,,,1913113367.17428,-22.5557193756104,,,
1915566835.8714,-21.6189022064209,,,1915566835.8714,-21.7667751312256,,,1915566835.8714,-22.3358459472656,,,
1918020304.56853,-21.4390392303467,,,1918020304.56853,-21.540060043335,,,1918020304.56853,-22.1159706115723,,,
1920473773.26565,-21.2591781616211,,,1920473773.26565,-21.3133430480957,,,1920473773.26565,-21.8960971832275,,,
1922927241.96277,-21.0793151855469,,,1922927241.96277,-21.0866260528564,,,1922927241.96277,-21.6762237548828,,,
1925380710.6599,-20.8994522094727,,,1925380710.6599,-20.8599109649658,,,1925380710.6599,-21.4563503265381,,,
1927834179.35702,-20.7975807189941,,,1927834179.35702,-20.7263565063477,,,1927834179.35702,-21.3159427642822,,,
1930287648.05415,-20.8471050262451,,,1930287648.05415,-20.7736492156982,,,1930287648.05415,-21.3297958374023,,,
1932741116.75127,-20.8966293334961,,,1932741116.75127,-20.8209419250488,,,1932741116.75127,-21.3436489105225,,,
1935194585.44839,-20.9461536407471,,,1935194585.44839,-20.8682327270508,,,1935194585.44839,-21.3575019836426,,,
1937648054.14552,-20.995677947998,,,1937648054.14552,-20.9155254364014,,,1937648054.14552,-21.3713531494141,,,
1940101522.84264,-21.045202255249,,,1940101522.84264,-20.962818145752,,,1940101522.84264,-21.3852062225342,,,
1942554991.53976,-21.0888385772705,,,1942554991.53976,-21.0283050537109,,,1942554991.53976,-21.4291286468506,,,
1945008460.23689,-21.1246719360352,,,1945008460.23689,-21.1179122924805,,,1945008460.23689,-21.5129108428955,,,
1947461928.93401,-21.1605052947998,,,1947461928.93401,-21.20751953125,,,1947461928.93401,-21.5966911315918,,,
1949915397.63113,-21.1963386535645,,,1949915397.63113,-21.2971286773682,,,1949915397.63113,-21.6804733276367,,,
1952368866.32826,-21.2321720123291,,,1952368866.32826,-21.3867359161377,,,1952368866.32826,-21.764253616333,,,
1954822335.02538,-21.2680034637451,,,1954822335.02538,-21.4763431549072,,,1954822335.02538,-21.8480358123779,,,
1957275803.7225,-21.2662906646729,,,1957275803.7225,-21.523754119873,,,1957275803.7225,-21.8949127197266,,,
1959729272.41963,-21.2299213409424,,,1959729272.41963,-21.5322170257568,,,1959729272.41963,-21.9077224731445,,,
1962182741.11675,-21.1935501098633,,,1962182741.11675,-21.5406799316406,,,1962182741.11675,-21.9205341339111,,,
1964636209.81387,-21.1571807861328,,,1964636209.81387,-21.5491409301758,,,1964636209.81387,-21.9333438873291,,,
1967089678.511,-21.1208095550537,,,1967089678.511,-21.5576038360596,,,1967089678.511,-21.9461555480957,,,
1969543147.20812,-21.0844402313232,,,1969543147.20812,-21.5660667419434,,,1969543147.20812,-21.9589672088623,,,
1971996615.90525,-21.1507205963135,,,1971996615.90525,-21.6211853027344,,,1971996615.90525,-22.0462646484375,,,
1974450084.60237,-21.2826290130615,,,1974450084.60237,-21.7061328887939,,,1974450084.60237,-22.1811866760254,,,
1976903553.29949,-21.4145374298096,,,1976903553.29949,-21.7910823822021,,,1976903553.29949,-22.3161087036133,,,
1979357021.99662,-21.5464477539063,,,1979357021.99662,-21.8760299682617,,,1979357021.99662,-22.4510307312012,,,
1981810490.69374,-21.6783561706543,,,1981810490.69374,-21.9609775543213,,,1981810490.69374,-22.5859527587891,,,
1984263959.39086,-21.8102645874023,,,1984263959.39086,-22.0459270477295,,,1984263959.39086,-22.7208766937256,,,
1986717428.08799,-21.8537845611572,,,1986717428.08799,-22.0806999206543,,,1986717428.08799,-22.7435302734375,,,
1989170896.78511,-21.8594245910645,,,1989170896.78511,-22.0939693450928,,,1989170896.78511,-22.7180709838867,,,
1991624365.48223,-21.865062713623,,,1991624365.48223,-22.1072387695313,,,1991624365.48223,-22.6926116943359,,,
1994077834.17936,-21.8707008361816,,,1994077834.17936,-22.1205081939697,,,1994077834.17936,-22.6671524047852,,,
1996531302.87648,-21.8763408660889,,,1996531302.87648,-22.1337776184082,,,1996531302.87648,-22.6416912078857,,,
1998984771.5736,-21.8819789886475,,,1998984771.5736,-22.1470470428467,,,1998984771.5736,-22.616231918335,,,
2001438240.27073,-21.8024730682373,,,2001438240.27073,-22.0135135650635,,,2001438240.27073,-22.5019512176514,,,
2003891708.96785,-21.7003326416016,,,2003891708.96785,-21.8409576416016,,,2003891708.96785,-22.3640594482422,,,
2006345177.66497,-21.5981941223145,,,2006345177.66497,-21.6684017181396,,,2006345177.66497,-22.226167678833,,,
2008798646.3621,-21.4960536956787,,,2008798646.3621,-21.4958457946777,,,2008798646.3621,-22.0882759094238,,,
2011252115.05922,-21.3939151763916,,,2011252115.05922,-21.3232898712158,,,2011252115.05922,-21.950382232666,,,
2013705583.75635,-21.2917747497559,,,2013705583.75635,-21.1507339477539,,,2013705583.75635,-21.8124904632568,,,
2016159052.45347,-21.3185501098633,,,2016159052.45347,-21.1972980499268,,,2016159052.45347,-21.8414077758789,,,
2018612521.15059,-21.3629035949707,,,2018612521.15059,-21.2737426757813,,,2018612521.15059,-21.8930721282959,,,
2021065989.84772,-21.4072589874268,,,2021065989.84772,-21.3501873016357,,,2021065989.84772,-21.9447364807129,,,
2023519458.54484,-21.4516124725342,,,2023519458.54484,-21.4266319274902,,,2023519458.54484,-21.9963989257813,,,
2025972927.24196,-21.4959678649902,,,2025972927.24196,-21.5030765533447,,,2025972927.24196,-22.0480632781982,,,
2028426395.93909,-21.5403213500977,,,2028426395.93909,-21.5795211791992,,,2028426395.93909,-22.0997257232666,,,
2030879864.63621,-21.5743389129639,,,2030879864.63621,-21.657506942749,,,2030879864.63621,-22.1432418823242,,,
2033333333.33333,-21.6080379486084,,,2033333333.33333,-21.7355422973633,,,2033333333.33333,-22.1865043640137,,,
2035786802.03046,-21.6417350769043,,,2035786802.03046,-21.8135776519775,,,2035786802.03046,-22.2297668457031,,,
2038240270.72758,-21.6754322052002,,,2038240270.72758,-21.8916110992432,,,2038240270.72758,-22.2730293273926,,,
2040693739.4247,-21.7091312408447,,,2040693739.4247,-21.9696464538574,,,2040693739.4247,-22.3162937164307,,,
2043147208.12183,-21.739429473877,,,2043147208.12183,-22.0415649414063,,,2043147208.12183,-22.3568572998047,,,
2045600676.81895,-21.7164936065674,,,2045600676.81895,-22.0176486968994,,,2045600676.81895,-22.3551273345947,,,
2048054145.51607,-21.6935577392578,,,2048054145.51607,-21.9937343597412,,,2048054145.51607,-22.3533973693848,,,
2050507614.2132,-21.6706199645996,,,2050507614.2132,-21.9698181152344,,,2050507614.2132,-22.3516693115234,,,
2052961082.91032,-21.64768409729,,,2052961082.91032,-21.9459037780762,,,2052961082.91032,-22.3499393463135,,,
2055414551.60745,-21.6247482299805,,,2055414551.60745,-21.921989440918,,,2055414551.60745,-22.3482112884521,,,
2057868020.30457,-21.611852645874,,,2057868020.30457,-21.9123935699463,,,2057868020.30457,-22.3521175384521,,,
2060321489.00169,-21.6558666229248,,,2060321489.00169,-21.9839420318604,,,2060321489.00169,-22.3879585266113,,,
2062774957.69882,-21.6998805999756,,,2062774957.69882,-22.0554904937744,,,2062774957.69882,-22.4237995147705,,,
2065228426.39594,-21.7438945770264,,,2065228426.39594,-22.1270389556885,,,2065228426.39594,-22.4596405029297,,,
2067681895.09306,-21.7879085540771,,,2067681895.09306,-22.1985874176025,,,2067681895.09306,-22.4954814910889,,,
2070135363.79019,-21.8319206237793,,,2070135363.79019,-22.2701358795166,,,2070135363.79019,-22.5313243865967,,,
2072588832.48731,-21.8732280731201,,,2072588832.48731,-22.319019317627,,,2072588832.48731,-22.568531036377,,,
2075042301.18443,-21.9059600830078,,,2075042301.18443,-22.2961273193359,,,2075042301.18443,-22.6100578308105,,,
2077495769.88156,-21.9386920928955,,,2077495769.88156,-22.2732372283936,,,2077495769.88156,-22.6515865325928,,,
2079949238.57868,-21.9714241027832,,,2079949238.57868,-22.2503471374512,,,2079949238.57868,-22.693115234375,,,
2082402707.2758,-22.0041561126709,,,2082402707.2758,-22.2274551391602,,,2082402707.2758,-22.7346439361572,,,
2084856175.97293,-22.0368881225586,,,2084856175.97293,-22.2045650482178,,,2084856175.97293,-22.7761726379395,,,
2087309644.67005,-22.0604934692383,,,2087309644.67005,-22.182409286499,,,2087309644.67005,-22.7958869934082,,,
2089763113.36717,-22.0655670166016,,,2089763113.36717,-22.1617431640625,,,2089763113.36717,-22.7713069915771,,,
2092216582.0643,-22.0706405639648,,,2092216582.0643,-22.1410789489746,,,2092216582.0643,-22.7467288970947,,,
2094670050.76142,-22.0757160186768,,,2094670050.76142,-22.1204128265381,,,2094670050.76142,-22.7221508026123,,,
2097123519.45854,-22.08078956604,,,2097123519.45854,-22.0997486114502,,,2097123519.45854,-22.6975708007813,,,
2099576988.15567,-22.0858631134033,,,2099576988.15567,-22.0790824890137,,,2099576988.15567,-22.6729927062988,,,
2102030456.85279,-22.0698490142822,,,2102030456.85279,-22.0425777435303,,,2102030456.85279,-22.6419410705566,,,
2104483925.54992,-22.0247135162354,,,2104483925.54992,-21.9841976165771,,,2104483925.54992,-22.6019535064697,,,
2106937394.24704,-21.9795780181885,,,2106937394.24704,-21.925817489624,,,2106937394.24704,-22.5619640350342,,,
2109390862.94416,-21.9344425201416,,,2109390862.94416,-21.8674373626709,,,2109390862.94416,-22.5219745635986,,,
2111844331.64129,-21.8893070220947,,,2111844331.64129,-21.8090572357178,,,2111844331.64129,-22.4819869995117,,,
2114297800.33841,-21.8441696166992,,,2114297800.33841,-21.7506771087646,,,2114297800.33841,-22.4419975280762,,,
2116751269.03553,-21.8260917663574,,,2116751269.03553,-21.7511711120605,,,2116751269.03553,-22.4253444671631,,,
2119204737.73266,-21.8340110778809,,,2119204737.73266,-21.8082294464111,,,2119204737.73266,-22.4311122894287,,,
2121658206.42978,-21.8419303894043,,,2121658206.42978,-21.8652877807617,,,2121658206.42978,-22.4368782043457,,,
2124111675.1269,-21.8498497009277,,,2124111675.1269,-21.9223461151123,,,2124111675.1269,-22.4426460266113,,,
2126565143.82403,-21.8577690124512,,,2126565143.82403,-21.9794063568115,,,2126565143.82403,-22.4484119415283,,,
2129018612.52115,-21.865686416626,,,2129018612.52115,-22.0364646911621,,,2129018612.52115,-22.4541797637939,,,
2131472081.21827,-21.9017105102539,,,2131472081.21827,-22.0876617431641,,,2131472081.21827,-22.4824371337891,,,
2133925549.9154,-21.956470489502,,,2133925549.9154,-22.134952545166,,,2133925549.9154,-22.5256900787354,,,
2136379018.61252,-22.01123046875,,,2136379018.61252,-22.182243347168,,,2136379018.61252,-22.5689449310303,,,
2138832487.30964,-22.065990447998,,,2138832487.30964,-22.2295341491699,,,2138832487.30964,-22.6121978759766,,,
2141285956.00677,-22.1207504272461,,,2141285956.00677,-22.2768249511719,,,2141285956.00677,-22.6554508209229,,,
2143739424.70389,-22.1755104064941,,,2143739424.70389,-22.3241157531738,,,2143739424.70389,-22.6987037658691,,,
2146192893.40102,-22.2190895080566,,,2146192893.40102,-22.3790950775146,,,2146192893.40102,-22.7533435821533,,,
2148646362.09814,-22.2576427459717,,,2148646362.09814,-22.4375286102295,,,2148646362.09814,-22.8130989074707,,,
2151099830.79526,-22.2961978912354,,,2151099830.79526,-22.4959621429443,,,2151099830.79526,-22.8728542327881,,,
2153553299.49239,-22.334753036499,,,2153553299.49239,-22.5543975830078,,,2153553299.49239,-22.9326095581055,,,
2156006768.18951,-22.3733081817627,,,2156006768.18951,-22.6128311157227,,,2156006768.18951,-22.9923648834229,,,
2158460236.88663,-22.4118633270264,,,2158460236.88663,-22.6712646484375,,,2158460236.88663,-23.0521202087402,,,
2160913705.58376,-22.4885845184326,,,2160913705.58376,-22.7163848876953,,,2160913705.58376,-23.069881439209,,,
2163367174.28088,-22.5760707855225,,,2163367174.28088,-22.7577514648438,,,2163367174.28088,-23.075798034668,,,
2165820642.978,-22.6635589599609,,,2165820642.978,-22.7991180419922,,,2165820642.978,-23.0817165374756,,,
2168274111.67513,-22.7510452270508,,,2168274111.67513,-22.8404846191406,,,2168274111.67513,-23.0876331329346,,,
2170727580.37225,-22.8385314941406,,,2170727580.37225,-22.8818511962891,,,2170727580.37225,-23.0935497283936,,,
2173181049.06937,-22.9260177612305,,,2173181049.06937,-22.9232177734375,,,2173181049.06937,-23.0994682312012,,,
2175634517.7665,-22.8544807434082,,,2175634517.7665,-22.83056640625,,,2175634517.7665,-23.0550670623779,,,
2178087986.46362,-22.7591819763184,,,2178087986.46362,-22.7178897857666,,,2178087986.46362,-23.0031471252441,,,
2180541455.16074,-22.6638832092285,,,2180541455.16074,-22.6052131652832,,,2180541455.16074,-22.9512271881104,,,
2182994923.85787,-22.5685844421387,,,2182994923.85787,-22.4925365447998,,,2182994923.85787,-22.8993072509766,,,
2185448392.55499,-22.4732875823975,,,2185448392.55499,-22.3798599243164,,,2185448392.55499,-22.8473892211914,,,
2187901861.25212,-22.3779888153076,,,2187901861.25212,-22.267183303833,,,2187901861.25212,-22.7954692840576,,,
2190355329.94924,-22.3375759124756,,,2190355329.94924,-22.227445602417,,,2190355329.94924,-22.7441101074219,,,
2192808798.64636,-22.2994518280029,,,2192808798.64636,-22.190746307373,,,2192808798.64636,-22.6927738189697,,,
2195262267.34349,-22.2613258361816,,,2195262267.34349,-22.1540489196777,,,2195262267.34349,-22.6414375305176,,,
2197715736.04061,-22.223201751709,,,2197715736.04061,-22.1173496246338,,,2197715736.04061,-22.5901031494141,,,
2200169204.73773,-22.1850757598877,,,2200169204.73773,-22.0806522369385,,,2200169204.73773,-22.5387668609619,,,
2202622673.43486,-22.1544780731201,,,2202622673.43486,-22.0534191131592,,,2202622673.43486,-22.4952869415283,,,
2205076142.13198,-22.2668781280518,,,2205076142.13198,-22.2060527801514,,,2205076142.13198,-22.6010589599609,,,
2207529610.8291,-22.3792781829834,,,2207529610.8291,-22.3586864471436,,,2207529610.8291,-22.7068309783936,,,
2209983079.52623,-22.491678237915,,,2209983079.52623,-22.5113201141357,,,2209983079.52623,-22.8126029968262,,,
2212436548.22335,-22.6040782928467,,,2212436548.22335,-22.6639537811279,,,2212436548.22335,-22.9183750152588,,,
2214890016.92047,-22.7164783477783,,,2214890016.92047,-22.8165855407715,,,2214890016.92047,-23.0241470336914,,,
2217343485.6176,-22.8180503845215,,,2217343485.6176,-22.9543533325195,,,2217343485.6176,-23.1276741027832,,,
2219796954.31472,-22.8531055450439,,,2219796954.31472,-23.0008010864258,,,2219796954.31472,-23.217414855957,,,
2222250423.01184,-22.8881607055664,,,2222250423.01184,-23.0472507476807,,,2222250423.01184,-23.3071537017822,,,
2224703891.70897,-22.9232177734375,,,2224703891.70897,-23.0936985015869,,,2224703891.70897,-23.3968944549561,,,
2227157360.40609,-22.95827293396,,,2227157360.40609,-23.1401462554932,,,2227157360.40609,-23.4866333007813,,,
2229610829.10322,-22.9933280944824,,,2229610829.10322,-23.1865940093994,,,2229610829.10322,-23.5763740539551,,,
2232064297.80034,-23.0167713165283,,,2232064297.80034,-23.2197151184082,,,2232064297.80034,-23.6359176635742,,,
2234517766.49746,-23.0013408660889,,,2234517766.49746,-23.2082195281982,,,2234517766.49746,-23.5943717956543,,,
2236971235.19459,-22.9859104156494,,,2236971235.19459,-23.1967239379883,,,2236971235.19459,-23.5528240203857,,,
2239424703.89171,-22.97047996521,,,2239424703.89171,-23.185230255127,,,2239424703.89171,-23.5112781524658,,,
2241878172.58883,-22.9550495147705,,,2241878172.58883,-23.173734664917,,,2241878172.58883,-23.4697303771973,,,
2244331641.28596,-22.9396190643311,,,2244331641.28596,-23.162239074707,,,2244331641.28596,-23.4281845092773,,,
2246785109.98308,-22.9229068756104,,,2246785109.98308,-23.1363754272461,,,2246785109.98308,-23.3886299133301,,,
2249238578.6802,-22.9034671783447,,,2249238578.6802,-23.0799732208252,,,2249238578.6802,-23.3533115386963,,,
2251692047.37733,-22.8840274810791,,,2251692047.37733,-23.0235729217529,,,2251692047.37733,-23.3179931640625,,,
2254145516.07445,-22.8645877838135,,,2254145516.07445,-22.9671726226807,,,2254145516.07445,-23.2826728820801,,,
2256598984.77157,-22.8451480865479,,,2256598984.77157,-22.9107723236084,,,2256598984.77157,-23.2473545074463,,,
2259052453.4687,-22.8257083892822,,,2259052453.4687,-22.8543701171875,,,2259052453.4687,-23.2120342254639,,,
2261505922.16582,-22.7872772216797,,,2261505922.16582,-22.7797031402588,,,2261505922.16582,-23.1532936096191,,,
2263959390.86294,-22.7215137481689,,,2263959390.86294,-22.6787509918213,,,2263959390.86294,-23.060848236084,,,
2266412859.56007,-22.6557502746582,,,2266412859.56007,-22.5777988433838,,,2266412859.56007,-22.9684009552002,,,
2268866328.25719,-22.5899868011475,,,2268866328.25719,-22.4768466949463,,,2268866328.25719,-22.875955581665,,,
2271319796.95431,-22.5242233276367,,,2271319796.95431,-22.3758926391602,,,2271319796.95431,-22.7835102081299,,,
2273773265.65144,-22.458459854126,,,2273773265.65144,-22.2749404907227,,,2273773265.65144,-22.6910629272461,,,
2276226734.34856,-22.4712944030762,,,2276226734.34856,-22.2838001251221,,,2276226734.34856,-22.6905574798584,,,
2278680203.04569,-22.5627269744873,,,2278680203.04569,-22.4024715423584,,,2278680203.04569,-22.7819919586182,,,
2281133671.74281,-22.6541595458984,,,2281133671.74281,-22.5211429595947,,,2281133671.74281,-22.8734264373779,,,
2283587140.43993,-22.7455921173096,,,2283587140.43993,-22.6398143768311,,,2283587140.43993,-22.9648609161377,,,
2286040609.13706,-22.8370227813721,,,2286040609.13706,-22.7584857940674,,,2286040609.13706,-23.0562953948975,,,
2288494077.83418,-22.9284553527832,,,2288494077.83418,-22.8771572113037,,,2288494077.83418,-23.1477298736572,,,
2290947546.5313,-23.0436573028564,,,2290947546.5313,-23.0130195617676,,,2290947546.5313,-23.2696647644043,,,
2293401015.22843,-23.1753787994385,,,2293401015.22843,-23.1608295440674,,,2293401015.22843,-23.4127941131592,,,
2295854483.92555,-23.3070983886719,,,2295854483.92555,-23.3086395263672,,,2295854483.92555,-23.5559215545654,,,
2298307952.62267,-23.4388198852539,,,2298307952.62267,-23.456449508667,,,2298307952.62267,-23.6990509033203,,,
2300761421.3198,-23.5705394744873,,,2300761421.3198,-23.6042594909668,,,2300761421.3198,-23.8421783447266,,,
2303214890.01692,-23.7022609710693,,,2303214890.01692,-23.7520713806152,,,2303214890.01692,-23.9853076934814,,,
2305668358.71404,-23.7020950317383,,,2305668358.71404,-23.7977142333984,,,2305668358.71404,-23.995491027832,,,
2308121827.41117,-23.6398639678955,,,2308121827.41117,-23.7952823638916,,,2308121827.41117,-23.9431133270264,,,
2310575296.10829,-23.5776309967041,,,2310575296.10829,-23.7928485870361,,,2310575296.10829,-23.8907337188721,,,
2313028764.80541,-23.5153999328613,,,2313028764.80541,-23.7904148101807,,,2313028764.80541,-23.8383541107178,,,
2315482233.50254,-23.4531688690186,,,2315482233.50254,-23.7879810333252,,,2315482233.50254,-23.7859764099121,,,
2317935702.19966,-23.3909378051758,,,2317935702.19966,-23.7855472564697,,,2317935702.19966,-23.7335968017578,,,
2320389170.89679,-23.3471069335938,,,2320389170.89679,-23.7410488128662,,,2320389170.89679,-23.706995010376,,,
2322842639.59391,-23.3087711334229,,,2322842639.59391,-23.6839866638184,,,2322842639.59391,-23.6880912780762,,,
2325296108.29103,-23.270435333252,,,2325296108.29103,-23.6269226074219,,,2325296108.29103,-23.6691875457764,,,
2327749576.98816,-23.2320995330811,,,2327749576.98816,-23.5698585510254,,,2327749576.98816,-23.6502838134766,,,
2330203045.68528,-23.1937656402588,,,2330203045.68528,-23.5127944946289,,,2330203045.68528,-23.6313800811768,,,
2332656514.3824,-23.1554298400879,,,2332656514.3824,-23.4557304382324,,,2332656514.3824,-23.612476348877,,,
2335109983.07953,-23.1290473937988,,,2335109983.07953,-23.3653373718262,,,2335109983.07953,-23.5237216949463,,,
2337563451.77665,-23.1046104431152,,,2337563451.77665,-23.2695198059082,,,2337563451.77665,-23.4235973358154,,,
2340016920.47377,-23.0801753997803,,,2340016920.47377,-23.1737003326416,,,2340016920.47377,-23.3234710693359,,,
2342470389.1709,-23.0557384490967,,,2342470389.1709,-23.077880859375,,,2342470389.1709,-23.2233467102051,,,
2344923857.86802,-23.0313014984131,,,2344923857.86802,-22.982063293457,,,2344923857.86802,-23.1232223510742,,,
2347377326.56514,-23.0068664550781,,,2347377326.56514,-22.8862438201904,,,2347377326.56514,-23.0230979919434,,,
2349830795.26227,-22.992166519165,,,2349830795.26227,-22.8557605743408,,,2349830795.26227,-22.9864864349365,,,
2352284263.95939,-22.9779815673828,,,2352284263.95939,-22.8287181854248,,,2352284263.95939,-22.953218460083,,,
2354737732.65651,-22.963794708252,,,2354737732.65651,-22.8016738891602,,,2354737732.65651,-22.9199485778809,,,
2357191201.35364,-22.9496097564697,,,2357191201.35364,-22.7746295928955,,,2357191201.35364,-22.8866806030273,,,
2359644670.05076,-22.9354228973389,,,2359644670.05076,-22.7475872039795,,,2359644670.05076,-22.8534126281738,,,
2362098138.74789,-22.9291076660156,,,2362098138.74789,-22.7274322509766,,,2362098138.74789,-22.8279628753662,,,
2364551607.44501,-23.1116847991943,,,2364551607.44501,-22.8726387023926,,,2364551607.44501,-22.9901733398438,,,
2367005076.14213,-23.2942638397217,,,2367005076.14213,-23.0178451538086,,,2367005076.14213,-23.1523857116699,,,
2369458544.83926,-23.4768409729004,,,2369458544.83926,-23.1630535125732,,,2369458544.83926,-23.3145961761475,,,
2371912013.53638,-23.6594181060791,,,2371912013.53638,-23.3082599639893,,,2371912013.53638,-23.4768085479736,,,
2374365482.2335,-23.8419971466064,,,2374365482.2335,-23.4534664154053,,,2374365482.2335,-23.6390190124512,,,
2376818950.93063,-24.0089950561523,,,2376818950.93063,-23.5897407531738,,,2376818950.93063,-23.7939796447754,,,
2379272419.62775,-24.0717372894287,,,2379272419.62775,-23.6662330627441,,,2379272419.62775,-23.9004173278809,,,
2381725888.32487,-24.1344795227051,,,2381725888.32487,-23.7427253723145,,,2381725888.32487,-24.0068550109863,,,
2384179357.022,-24.1972217559814,,,2384179357.022,-23.8192176818848,,,2384179357.022,-24.1132926940918,,,
2386632825.71912,-24.2599620819092,,,2386632825.71912,-23.8957099914551,,,2386632825.71912,-24.2197284698486,,,
2389086294.41624,-24.3227043151855,,,2389086294.41624,-23.972204208374,,,2389086294.41624,-24.3261661529541,,,
2391539763.11337,-24.3469772338867,,,2391539763.11337,-24.0197296142578,,,2391539763.11337,-24.3827381134033,,,
2393993231.81049,-24.2348556518555,,,2393993231.81049,-23.9645576477051,,,2393993231.81049,-24.2625122070313,,,
2396446700.50761,-24.1227359771729,,,2396446700.50761,-23.9093856811523,,,2396446700.50761,-24.1422882080078,,,
2398900169.20474,-24.0106143951416,,,2398900169.20474,-23.8542137145996,,,2398900169.20474,-24.0220623016357,,,
2401353637.90186,-23.898494720459,,,2401353637.90186,-23.7990398406982,,,2401353637.90186,-23.9018383026123,,,
2403807106.59898,-23.7863750457764,,,2403807106.59898,-23.7438678741455,,,2403807106.59898,-23.7816123962402,,,
2406260575.29611,-23.6987323760986,,,2406260575.29611,-23.6973628997803,,,2406260575.29611,-23.7053165435791,,,
2408714043.99323,-23.6655769348145,,,2408714043.99323,-23.6701469421387,,,2408714043.99323,-23.7267913818359,,,
2411167512.69036,-23.6324195861816,,,2411167512.69036,-23.6429309844971,,,2411167512.69036,-23.7482681274414,,,
2413620981.38748,-23.5992622375488,,,2413620981.38748,-23.6157150268555,,,2413620981.38748,-23.7697448730469,,,
2416074450.0846,-23.5661067962646,,,2416074450.0846,-23.5884990692139,,,2416074450.0846,-23.7912197113037,,,
2418527918.78173,-23.5329494476318,,,2418527918.78173,-23.5612831115723,,,2418527918.78173,-23.8126964569092,,,
2420981387.47885,-23.5232105255127,,,2420981387.47885,-23.5445537567139,,,2420981387.47885,-23.8059329986572,,,
